name,address,city,state,zip,phone,has_website,website_url,google_rating,review_count,trade,status,notes,last_contacted
"Coos Contracting LLC","3000 SE Freedom Dr, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 779-4827","YES","https://www.facebook.com/profile.php?id=100091284288325","5","31","roofer","NEW","",""
"Firstcall - Grimes","3910 SE Capitol Cir, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 986-9300","YES","http://firstcalliowa.com/","4.8","427","roofer","NEW","",""
"Iowa Legends Roofing & Remodeling","408 8th St SW Suite B, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 494-4161","YES","http://www.iowalegendsconstruction.com/","4.4","38","roofer","NEW","",""
"Duerson Corporation","601 1st Ave N, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 967-8300","YES","https://duersoncorporation.com/","4.9","14","roofer","NEW","",""
"Quick Roofing","2542 8th St SW, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 720-1090","YES","http://www.quickroofing.com/des-moines-ia/","4.6","154","roofer","NEW","",""
"WEATHER READY ROOFING & CONTRACTOR SERVICES","418 17th St SW, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 293-6373","YES","https://www.weatherreadyia.com/contact-us","5","1","roofer","NEW","",""
"JB Roofing","1812 30th Ave SW, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 554-1964","YES","http://jbroofingiowa.net/","4.3","6","roofer","NEW","",""
"Weather Ready Exteriors","17 Main St SE, Bondurant, IA 50035, USA","Bondurant","IA","50035","(515) 250-5693","YES","https://weatherreadyia.com/","5","19","roofer","NEW","",""
"MTP Solutions, LLC","1233 20th Ave SE, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 414-6617","YES","https://www.mtpsolutionsllc.com/","5","2","roofer","NEW","",""
"Top-Notch Roofing","705 1st Ave S #2, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 516-6775","YES","https://topnotchroofingguys.com/altoona-ia/","N/A","0","roofer","NEW","",""
"Olde Town Roofing","712 18th Ct SW, Altoona, IA 50009, USA","Altoona","IA","50009","","YES","http://www.oldetownroofing.com/","1","2","roofer","NEW","",""
"Bradens Roofing and Construction LLC","2450 Hart Ave, Des Moines, IA 50320, USA","Des Moines","IA","50320","(515) 556-0942","YES","https://bradensroofingandconstructionllc.com/","5","21","roofer","NEW","",""
"Siders Roofing LLC","735 Market St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 517-6887","YES","https://www.sidersroofing.com/","4.9","33","roofer","NEW","",""
"Smart Roofing LLC","2917 Maple St, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 240-7907","YES","http://smartroofingllc.com/","4.7","23","roofer","NEW","",""
"Midwest Seamless Vinyl Siding & Windows Inc.","2251 Shiloh Rose Pkwy SW Suite 103, Bondurant, IA 50035, USA","Bondurant","IA","50035","(515) 285-8574","YES","https://www.midwestseamless.com/","4.7","70","roofer","NEW","",""
"VernCo Roofing","10500 Hickman Rd, Clive, IA 50325, USA","Clive","IA","50325","(515) 805-8371","YES","http://verncoroofing.com/","5","40","roofer","NEW","",""
"Erie Home","10500 Hickman Rd Suite J, Clive, IA 50325, USA","Clive","IA","50325","(515) 517-2454","YES","https://eriehome.com/locations/roofing/clive-ia/?utm_source=gbp&utm_medium=roofing&utm_campaign=Clive","4.6","219","roofer","NEW","",""
"Aspen Contracting Inc","8450 Hickman Rd, Clive, IA 50325, USA","Clive","IA","50325","(515) 777-1335","YES","https://www.roofsbyaspen.com/des-moines/","4.2","50","roofer","NEW","",""
"Rhino Roofing","10540 Hickman Rd Ste F, Clive, IA 50325, USA","Clive","IA","50325","(844) 744-6601","YES","https://rhinoroofing.com/","5","14","roofer","NEW","",""
"DHI Roofing","1239 73rd St a, Windsor Heights, IA 50324, USA","Windsor Heights","IA","50324","(515) 309-1270","YES","http://dhiroofing.com/","4.3","24","roofer","NEW","",""
"Haus Roofing and Construction Services","15568 IA-92, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 961-7180","YES","http://hausroofing.com/","4.7","60","roofer","NEW","",""
"All American Exteriors","302 W 2nd Ave, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 255-4872","YES","http://allamerican4u.com/","4.5","91","roofer","NEW","",""
"Roofing","8910 95th Ave, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 612-3579","YES","https://mucusexteriorllc.com/","4.6","11","roofer","NEW","",""
"Whitey Exteriors","19668 US-69, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 961-3020","YES","http://www.whiteyexteriors.com/","3.7","12","roofer","NEW","",""
"Action Roofing & Construction","2422 Green Hills Dr, Norwalk, IA 50211, USA","Norwalk","IA","50211","(515) 202-2173","YES","http://actionroofingandconstruction.com/","4.9","77","roofer","NEW","",""
"Genesis Roofing & Construction","3121 136th Ct, Cumming, IA 50061, USA","Cumming","IA","50061","(515) 375-0089","YES","https://www.genesisroofingiowa.com/","4.9","60","roofer","NEW","",""
"Encompass Builders Iowa","5737 Ford St, Norwalk, IA 50211, USA","Norwalk","IA","50211","(877) 377-7240","YES","http://www.encompassbuilders.com/","5","2","roofer","NEW","",""
"Premier Systems Roofing, Inc.","5550 Wild Rose Ln #400, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 800-7663","YES","https://premiersystemsroofing.com/iowa/","N/A","0","roofer","NEW","",""
"McCulloch Construction LLC","2590 SE 68th St, Pleasant Hill, IA 50327, USA","Pleasant Hill","IA","50327","(515) 988-4711","YES","http://www.mccullochconstructionllc.com/","4.7","15","roofer","NEW","",""
"Reliable Roofing","2431 Dean Ave, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 265-5870","YES","https://www.reliableroofing.org/","4.4","9","roofer","NEW","",""
"One and Done Roofing","2835 Raccoon St, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 339-5964","YES","https://oneanddoneroofing.com/","5","15","roofer","NEW","",""
"New Vista Exteriors","18903 Fulton St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 320-5407","YES","http://newvistaexteriors.com/","5","28","roofer","NEW","",""
"Hawkeye Flat Roof Solutions LLC","107 Taylor St, Monroe, IA 50170, USA","Monroe","IA","50170","(641) 436-0407","YES","https://hawkeyeflatroofsolutions.com/","4.9","58","roofer","NEW","",""
"National Gutter Systems","1 School St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 989-2070","NO","","4.5","12","roofer","NEW","",""
"Affordable Quality Roofing & Exteriors","124 Willis Ave, Perry, IA 50220, USA","Perry","IA","50220","(515) 465-4614","YES","https://roofingserviceperry.com/","4.7","40","roofer","NEW","",""
"Master Home's Roofing","814 Warford St, Perry, IA 50220, USA","Perry","IA","50220","(515) 726-8227","YES","https://masterhomesroofing.com/","N/A","0","roofer","NEW","",""
"Pro Image Contractors, L.L.C.","1211 Otley Ave, Perry, IA 50220, USA","Perry","IA","50220","(515) 419-5626","NO","","5","1","roofer","NEW","",""
"Exterior Solutions Of Iowa, L.L.C.","916 W 5th St, Perry, IA 50220, USA","Perry","IA","50220","(515) 979-9637","YES","https://www.exteriorsolutionsofiowa.com/","4.2","6","roofer","NEW","",""
"Nailed It Construction Services, LLC","1300 S 3rd Ave W, Newton, IA 50208, USA","Newton","IA","50208","(641) 840-1129","NO","","5","65","roofer","NEW","",""
"Husar Roofing","115 N 2nd Ave E, Newton, IA 50208, USA","Newton","IA","50208","(800) 988-7912","YES","https://www.theroofingnetworkusa.com/roofing-in-newton/","5","1","roofer","NEW","",""
"L E Lundin Roofing-Insulation","519 West 4th St S, Newton, IA 50208, USA","Newton","IA","50208","(641) 792-6375","NO","","5","1","roofer","NEW","",""
"Allstar Roofing USA","211 N 2nd Ave W, Newton, IA 50208, USA","Newton","IA","50208","(641) 820-0350","NO","","2.3","3","roofer","NEW","",""
"Henning Roofing","819 E 9th St N, Newton, IA 50208, USA","Newton","IA","50208","(641) 792-0773","NO","","3.1","16","roofer","NEW","",""
"Newton Roofing Services","1710 2nd Ave, Des Moines, IA 50314, USA","Des Moines","IA","50314","(515) 986-9949","YES","https://newtonroofingservicesdsm.com/","3.4","5","roofer","NEW","",""
"Leavens Construction","624 1st St, Kellogg, IA 50135, USA","Kellogg","IA","50135","(641) 521-0395","YES","http://leavensconstruction.com/","4.3","3","roofer","NEW","",""
"McBride Coatings","121 E 14th St N, Newton, IA 50208, USA","Newton","IA","50208","(712) 254-3186","YES","http://bmcb85.wix.com/mcbridecoatings","1","1","roofer","NEW","",""
"Top Roof Iowa","619 5th Ave, Grinnell, IA 50112, USA","Grinnell","IA","50112","(641) 990-4118","NO","","N/A","0","roofer","NEW","",""
"Plumb's Construction LLC","1110 IA-14, Newton, IA 50208, USA","Newton","IA","50208","(641) 521-4822","YES","https://www.plumbsconstruction.com/","4","4","roofer","NEW","",""
"Cowan Roofing Inc","410 Washington St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 752-7520","YES","https://www.cowanroofingcompany.com/","5","1","roofer","NEW","",""
"Tim Nichols Construction","2209 Sugar Creek Ln, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 750-0117","YES","http://www.tim-nichols.com/","4.8","19","roofer","NEW","",""
"ProCrafters Roofing","901 N 3rd Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 751-2223","YES","https://procrafters.com/","4.6","32","roofer","NEW","",""
"Adkins Construction Inc.","2960 Parker Ave, Laurel, IA 50141, USA","Laurel","IA","50141","(641) 844-8726","YES","http://adkinsroofingconst.com/","5","32","roofer","NEW","",""
"Top Shield Roofing","1302 Emerald Dr, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 485-7855","YES","https://roofingtopshield.com/","5","1","roofer","NEW","",""
"Midwest Storm of Marshalltown","401 Player St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(888) 247-5572","YES","http://www.midweststormcompany.com/","3","2","roofer","NEW","",""
"Sanchez Construction","519 Bromley St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(515) 918-4222","NO","","3.5","6","roofer","NEW","",""
"Wilson Construction","1106 Summit St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 758-9677","NO","","5","9","roofer","NEW","",""
"Good's Seamless Gutters","310 S 4th Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 752-1666","YES","https://www.goodsseamlessgutters.com/","N/A","0","roofer","NEW","",""
"Kuehner Construction","1704 Hillcrest Rd, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 753-7383","YES","https://www.facebook.com/KUEHNERCONSTRUCTION/","3","4","roofer","NEW","",""
"Quality Metal Roofing of Iowa","1321 230th St, Garwin, IA 50632, USA","Garwin","IA","50632","(641) 895-1310","YES","https://qualitymetalroofingiowa.com/","5","8","roofer","NEW","",""
"Kuehner Construction, LLC","1814 Wiese Garden Rd, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 758-5275","YES","https://kuehnerconstruction.com/","3.7","6","roofer","NEW","",""
"Corona Construction","918 S 5th Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 691-1818","NO","","3.4","5","roofer","NEW","",""
"Moreno Construction LLC","1008 W Church St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 328-9729","NO","","5","4","roofer","NEW","",""
"Landon Landon & Associates","709 W Madison St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 753-6666","YES","http://www.landon-landon.com/","4.7","3","roofer","NEW","",""
"JP ROOFING & SOLUTIONS LLC","1419 Logan Ave, Waterloo, IA 50703, USA","Waterloo","IA","50703","(319) 529-4584","YES","http://jproofingiowa.com/","4.9","127","roofer","NEW","",""
"JMB Roofing","997 192nd St, Boone, IA 50036, USA","Boone","IA","50036","(515) 275-2907","NO","","4.3","8","roofer","NEW","",""
"Bass Roofing","321 17th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 290-5901","NO","","4.5","2","roofer","NEW","",""
"Olson Roofing & Construction","304 Ringold St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-1677","YES","https://www.theroofingnetworkusa.com/roofing-in-boone/","3","2","roofer","NEW","",""
"Randall Roofing","2505 Old State Hwy 163, Pella, IA 50219, USA","Pella","IA","50219","(641) 212-4072","YES","http://randallroofs.com/","4.9","109","roofer","NEW","",""
"Koopman Roofing","929 Opportunity Lane, Pella, IA 50219, USA","Pella","IA","50219","(641) 416-4079","YES","https://hopkinsroofing.com/pella/","4.5","70","roofer","NEW","",""
"Central Iowa Roofing and Buildings","505 Woodlawn Dr, Pella, IA 50219, USA","Pella","IA","50219","(641) 780-7015","YES","http://centraliowaroofinginc.com/","4","4","roofer","NEW","",""
"Element Siding and Windows","2073 Old Hwy 163 Unit 2, Pella, IA 50219, USA","Pella","IA","50219","(641) 629-0653","YES","http://www.elementsidingandwindows.com/","5","22","roofer","NEW","",""
"Prestigious Roofing and Exteriors","N Brobst St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 205-2366","YES","https://prestigiousroofingia.com/","5","3","roofer","NEW","",""
"Grooms Roofing LLC.","6191 Madison Ave, Ottumwa, IA 52501, USA","Ottumwa","IA","52501","(641) 814-2905","YES","http://groomsroofing.com/","4.8","58","roofer","NEW","",""
"Dempsey's Roofing and Solar Co.","221 S Madison Ave, Ottumwa, IA 52501, USA","Ottumwa","IA","52501","(641) 812-5222","YES","https://haildempseyroofing.com/","4.9","75","roofer","NEW","",""
"Rubel Roofing Company","302 17th Ave W, Albia, IA 52531, USA","Albia","IA","52531","(641) 777-5365","NO","","5","6","roofer","NEW","",""
"Leading Edge Builders, LLC.","2356 IA-23, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(800) 622-8324","YES","http://www.tlebia.com/","4.2","5","roofer","NEW","",""
"REDOY ROOFING AND SIDING LLC","18951 200th St, Bloomfield, IA 52537, USA","Bloomfield","IA","52537","(641) 664-2574","NO","","5","8","roofer","NEW","",""
"Haines Roofing","1802 W 2nd St, Ottumwa, IA 52501, USA","Ottumwa","IA","52501","(641) 682-3022","NO","","5","3","roofer","NEW","",""
"SMART Roofing","6064 227th St, Albia, IA 52531, USA","Albia","IA","52531","(641) 799-0021","NO","","4.5","8","roofer","NEW","",""
"Schaffner General Contracting","1409 J Ave E, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 569-3334","NO","","5","2","roofer","NEW","",""
"DJF Construction","1409 W Howard St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 891-4513","YES","https://www.facebook.com/share/1Am7Y5efSk/?mibextid=wwXIfr","5","2","roofer","NEW","",""
"Wel-Done Construction","W Jefferson St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(515) 249-1796","NO","","5","1","roofer","NEW","",""
"Cover's Construction LLC","21321 V Ave, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 202-6351","YES","https://coversconstruction.com/","5","11","roofer","NEW","",""
"James Construction Co.","903 Baileys Grove Dr, Adel, IA 50003, USA","Adel","IA","50003","(515) 518-5211","YES","http://toddjamesconstruction.com/","5","12","roofer","NEW","",""
"Kling Roofing LLC","18556 Wendover Ave, Granger, IA 50109, USA","Granger","IA","50109","(515) 249-7567","YES","https://www.klingroofing.com/","5","13","roofer","NEW","",""
"K-Guard of Iowa, LLC","1402 Walnut St, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 795-7069","YES","http://www.kguardiowa.com/","5","302","roofer","NEW","",""
"Erie Construction","32966 R Ave, Adel, IA 50003, USA","Adel","IA","50003","(800) 536-4200","NO","","3","2","roofer","NEW","",""
"Xtreme Roofing & Siding, LLC","150 W 1st St, Earlham, IA 50072, USA","Earlham","IA","50072","(515) 276-9794","YES","https://xtremeroofingandsiding.com/","N/A","0","roofer","NEW","",""
"Superior Exteriors","416 Greene St, Adel, IA 50003, USA","Adel","IA","50003","(515) 727-1887","YES","http://www.superiorexteriorsia.com/","3.9","32","roofer","NEW","",""
"Fresh Roof","1710 W K Ave Unit 10, Nevada, IA 50201, USA","Nevada","IA","50201","(888) 883-2041","YES","http://www.freshroof.com/","4.8","17","roofer","NEW","",""
"Falke Construction","1907 Ironwood Trail, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 689-3700","YES","https://www.falkeconstruction.com/","4.9","30","roofer","NEW","",""
"Sommers Roofing","2095 Macksburg Rd, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 705-8272","YES","https://sommersroofing.com/","5","1","roofer","NEW","",""
"Complete Construction","710 W Filmore St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 556-8777","YES","https://cciowa.com/","5","20","roofer","NEW","",""
"Thomas Exteriors L.L.C.","700 N 3rd St Building 2. Suite 2, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 444-8032","YES","http://www.thomasexteriors.com/","5","24","roofer","NEW","",""
"First Fruits Construction","211 IA-5, Swan, IA 50252, USA","Swan","IA","50252","(515) 218-1138","YES","http://firstfruitsconstruction.com/","4.9","50","roofer","NEW","",""
"Edwards Landscaping LLC","2746 College Ave, Des Moines, IA 50311, USA","Des Moines","IA","50311","(515) 419-0531","YES","https://www.edwardslandscaping.online/","5","22","landscaper","NEW","",""
"Solid Rock Landscaping LLC","2202 Wolf Way Suite 1150, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 208-5081","YES","https://www.solidrocklandscapingllc.com/","5","36","landscaper","NEW","",""
"Excel Lawns & Landscape","616 E Granger Ave, Des Moines, IA 50315, USA","Des Moines","IA","50315","(515) 329-0294","YES","https://www.excellawnsandlandscape.com/","4.9","93","landscaper","NEW","",""
"Brilliant Borders Landscaping","1585 NW Vicksburg Ct, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 303-8489","YES","https://brilliantborders.com/","4.9","126","landscaper","NEW","",""
"Capital Landscaping","113 E Sheridan Ave, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 244-2724","YES","https://capitallandscaping.com/","4.2","48","landscaper","NEW","",""
"RJ Lawn & Landscape","655 Interstate Pkwy, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 987-4394","YES","http://rjlawnandlandscape.com/","4.8","139","landscaper","NEW","",""
